location,price,area,bedroom
4 BHK Independent Builder Floor in Sector-48 Gurgaon,"₹ 2.65 Cr₹ 5,889/sq.ft.","4,500 sq.ft. (418 sq.m.) Built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Sector-48 Gurgaon,"₹ 2.65 Cr₹ 5,889/sq.ft.","4,500 sq.ft. (418 sq.m.) Built-up Area",4 BHK4 Baths
3 BHK Residential Apartment in Sector-102 Gurgaon,"₹ 1.36 Cr₹ 6,328/sq.ft.","2,149 sq.ft. (200 sq.m.) Super built-up Area",3 BHK4 Baths
4 BHK Residential Apartment in Raj Nagar Extension,"₹ 56  - 56.8 Lac₹ 3,200/sq.ft.","1,750-1,775 sq.ft. (163-165 sq.m.) Super built-up Area",4 BHK3 Baths
3 BHK Residential Apartment in Saket,"₹ 2.25 Cr₹ 16,666/sq.ft.","1,350 sq.ft. (125 sq.m.) Built-up Area",3 BHK3 Baths
4 BHK Independent Builder Floor in South City 2,"₹ 2.7 Cr₹ 6,000/sq.ft.","4,500 sq.ft. (418 sq.m.) Carpet Area",4 BHK4 Baths
4 BHK Residential Apartment in Suraj Kund,"₹ 2.79 Cr₹ 6,975/sq.ft.","4,000 sq.ft. (372 sq.m.) Super built-up Area",4 BHK5 Baths
3 BHK Residential Apartment in Suraj Kund,"₹ 1.54 Cr₹ 6,443/sq.ft.","2,390 sq.ft. (222 sq.m.) Super built-up Area",3 BHK4 Baths
Residential land / Plot in Sector-102 Gurgaon,"₹ 1.6 Cr₹ 9,876/sq.ft.","1,620 sq.ft. (151 sq.m.) Plot Area",
2 BHK Residential Apartment in Sector-104 Gurgaon,"₹ 75 Lac₹ 6,824/sq.ft.","1,099 sq.ft. (102 sq.m.) Super built-up Area",2 BHK2 Baths
3 BHK Residential Apartment in Sector-60 Gurgaon,"₹ 1.7 Cr₹ 8,312/sq.ft.","2,045 sq.ft. (190 sq.m.) Super built-up Area",3 BHK4 Baths
4 BHK Residential Apartment in Sector-70 Gurgaon,"₹ 1.45 Cr₹ 6,041/sq.ft.","2,400 sq.ft. (223 sq.m.) Super built-up Area",4 BHK5 Baths
3 BHK Independent Builder Floor in Sector-51 Gurgaon,"₹ 1.32 Cr₹ 7,542/sq.ft.","1,750 sq.ft. (163 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Residential Apartment in Sector-65 Gurgaon,"₹ 5 Cr₹ 9,819/sq.ft.","5,092 sq.ft. (473 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Sector-65 Gurgaon,"₹ 2 Cr₹ 6,349/sq.ft.","3,150 sq.ft. (293 sq.m.) Super built-up Area",4 BHK4 Baths
5 Bedroom Farm house in SULTANPUR,₹ 35 Cr₹ 893/sq.ft.,"392,040 sq.ft. (36422 sq.m.) Plot Area",5 BHK7 Baths
4 BHK Residential Apartment in DLF CITY PHASE 5,"₹ 3.75 Cr₹ 15,000/sq.ft.","2,500 sq.ft. (232 sq.m.) Carpet Area",4 BHK4 Baths
3 BHK Residential Apartment in Sector-69 Gurgaon,"₹ 1.5 Cr₹ 8,278/sq.ft.","1,812 sq.ft. (168 sq.m.) Super built-up Area",3 BHK3 Baths
Residential land / Plot in Sohna,"₹ 40.89 Lac₹ 3,222/sq.ft.","1,269 sq.ft. (118 sq.m.) Plot Area",
2 BHK Residential Apartment in Sector-70 Gurgaon,"₹ 80 Lac₹ 6,000/sq.ft.","1,350 sq.ft. (125 sq.m.) Super built-up Area",2 BHK2 Baths
4 BHK Independent Builder Floor in DLF CITY PHASE 4,"₹ 3.25 Cr₹ 9,259/sq.ft.","3,240 sq.ft. (301 sq.m.) Super built-up Area",4 BHK4 Baths
6 Bedroom Independent House in Sector-22 Gurgaon,"₹ 8.9 Cr₹ 8,900/sq.ft.","10,000 sq.ft. (929 sq.m.) Built-up Area",6 BHK6 Baths
4 BHK Independent Builder Floor in Sector-8 Dwarka,"₹ 1.85 Cr₹ 8,222/sq.ft.","2,250 sq.ft. (209 sq.m.) Carpet Area",4 BHK4 Baths
3 BHK Residential Apartment in Sector-22 Gurgaon,"₹ 2.95 Cr₹ 9,546/sq.ft.","3,090 sq.ft. (287 sq.m.) Super built-up Area",3 BHK5 Baths
2 BHK Residential Apartment in Sector 88 Faridabad,"₹ 27 Lac₹ 3,176/sq.ft.",850 sq.ft. (79 sq.m.) Super built-up Area,2 BHK2 Baths
3 BHK Residential Apartment in Sector 85 Faridabad,"₹ 26.3 Lac₹ 2,444/sq.ft.","1,076 sq.ft. (100 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Sun City,"₹ 1.35 Cr₹ 9,000/sq.ft.","1,500 sq.ft. (139 sq.m.) Built-up Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Sun City,"₹ 1.35 Cr₹ 9,000/sq.ft.","1,500 sq.ft. (139 sq.m.) Built-up Area",3 BHK3 Baths
4 BHK Independent Builder Floor in Sector 77 Faridabad,"₹ 66 Lac₹ 4,775/sq.ft.","1,382 sq.ft. (128 sq.m.) Carpet Area",4 BHK2 Baths
3 BHK Independent Builder Floor in Sector-8 Dwarka,"₹ 1.6 Cr₹ 8,421/sq.ft.","1,900 sq.ft. (177 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Residential Apartment in Saket,"₹ 2.25 Cr₹ 17,307/sq.ft.","1,300 sq.ft. (121 sq.m.) Carpet Area",3 BHK3 Baths
3 BHK Independent Builder Floor in C Block Sushant Lok Phase - I,"₹ 1.45 Cr₹ 9,062/sq.ft.","1,600 sq.ft. (149 sq.m.) Carpet Area",3 BHK3 Baths
4 Bedroom Independent House in Sector-66 Gurgaon,"₹ 6.5 Cr₹ 20,062/sq.ft.","3,240 sq.ft. (301 sq.m.) Plot Area",4 BHK4 Baths
2 BHK Independent Builder Floor in Chattarpur,"₹ 45 Lac₹ 5,625/sq.ft.",800 sq.ft. (74 sq.m.) Built-up Area,2 BHK2 Baths
4 BHK Independent Builder Floor in Greenfield Colony,"₹ 82 Lac₹ 3,153/sq.ft.","2,600 sq.ft. (242 sq.m.) Super built-up Area",4 BHK3 Baths
4 BHK Independent Builder Floor in Greenfield Colony,"₹ 79 Lac₹ 3,160/sq.ft.","2,500 sq.ft. (232 sq.m.) Super built-up Area",4 BHK3 Baths
4 BHK Independent Builder Floor in Greenfield Colony,"₹ 84 Lac₹ 3,360/sq.ft.","2,500 sq.ft. (232 sq.m.) Super built-up Area",4 BHK3 Baths
3 BHK Independent Builder Floor in Greenfield Colony,"₹ 75 Lac₹ 4,166/sq.ft.","1,800 sq.ft. (167 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Independent Builder Floor in Greenfield Colony,"₹ 89 Lac₹ 3,296/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",4 BHK3 Baths
3 BHK Independent Builder Floor in Greenfield Colony,"₹ 74 Lac₹ 4,111/sq.ft.","1,800 sq.ft. (167 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Sector-48 Gurgaon,"₹ 1.22 Cr₹ 7,625/sq.ft.","1,600 sq.ft. (149 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Greenfield Colony,"₹ 73 Lac₹ 4,055/sq.ft.","1,800 sq.ft. (167 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Residential Apartment in Suraj Kund,"₹ 2.35 Cr₹ 6,714/sq.ft.","3,500 sq.ft. (325 sq.m.) Super built-up Area",4 BHK5 Baths
3 BHK Independent Builder Floor in Vikram Vihar,"₹ 2.25 Cr₹ 18,000/sq.ft.","1,250 sq.ft. (116 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Independent Builder Floor in Sector-48 Gurgaon,"₹ 1.75 Cr₹ 5,401/sq.ft.","3,240 sq.ft. (301 sq.m.) Built-up Area",4 BHK4 Baths
1 Bedroom Farm house in Sohna Road,₹ 92 Lac₹ 211/sq.ft.,"43,560 sq.ft. (4047 sq.m.) Plot Area",1 BHK1 Bath
3 BHK Residential Apartment in Sector-22 Gurgaon,"₹ 2.5 Cr₹ 9,888/sq.ft.","2,781 sq.ft. (258 sq.m.) Super built-up Area",3 BHK4 Baths
3 BHK Independent Builder Floor in Malibu Town,"₹ 1.3 Cr₹ 9,219/sq.ft.","1,410 sq.ft. (131 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Malibu Town,"₹ 1.52 Cr₹ 9,212/sq.ft.","1,650 sq.ft. (153 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Residential Apartment in Sector-49 Gurgaon,"₹ 1.57 Cr₹ 8,345/sq.ft.","1,881 sq.ft. (175 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Independent Builder Floor in B Block Sushant Lok Phase - I,"₹ 4.1 Cr₹ 13,333/sq.ft.","3,075 sq.ft. (286 sq.m.) Carpet Area",4 BHK5 Baths
2 BHK Independent Builder Floor in Sector-24 Rohini,"₹ 65 Lac₹ 8,387/sq.ft.",775 sq.ft. (72 sq.m.) Carpet Area,2 BHK2 Baths
5 BHK Residential Apartment in Sector-30 Gurgaon,"₹ 6 Cr₹ 11,538/sq.ft.","5,200 sq.ft. (483 sq.m.) Super built-up Area",5 BHK5 Baths
5 BHK Residential Apartment in Sector-30 Gurgaon,"₹ 6 Cr₹ 11,538/sq.ft.","5,200 sq.ft. (483 sq.m.) Super built-up Area",5 BHK5 Baths
4 BHK Residential Apartment in Nirvana Country,"₹ 2.44 Cr₹ 8,133/sq.ft.","3,000 sq.ft. (279 sq.m.) Super built-up Area",4 BHK5 Baths
Residential land / Plot in Sector-65 Gurgaon,"₹ 4.9 Cr₹ 16,108/sq.ft.","3,042 sq.ft. (283 sq.m.) Plot Area",
3 BHK Independent Builder Floor in Sector-46 Gurgaon,"₹ 1.32 Cr₹ 8,000/sq.ft.","1,650 sq.ft. (153 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Sector-46 Gurgaon,"₹ 1.42 Cr₹ 7,888/sq.ft.","1,800 sq.ft. (167 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Sector-46 Gurgaon,"₹ 1.15 Cr₹ 6,388/sq.ft.","1,800 sq.ft. (167 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Independent Builder Floor in Green Park Extension,"₹ 5.8 Cr₹ 20,722/sq.ft.","2,799 sq.ft. (260 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Independent Builder Floor in Gulmohar park,"₹ 5.25 Cr₹ 29,167/sq.ft.","1,800 sq.ft. (167 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Anand Niketan,"₹ 5.25 Cr₹ 29,167/sq.ft.","1,800 sq.ft. (167 sq.m.) Super built-up Area",3 BHK3 Baths
2 BHK Residential Apartment in Sector-5 Dwarka,"₹ 1.2 Cr₹ 10,434/sq.ft.","1,150 sq.ft. (107 sq.m.) Super built-up Area",2 BHK2 Baths
4 BHK Residential Apartment in Sector-51 Gurgaon,"₹ 1.95 Cr₹ 5,858/sq.ft.","3,500 sq.ft. (325 sq.m.) Super built-up Area",4 BHK4 Baths
3 Bedroom Independent House in Sector ZETA Gr Noida,"₹ 62 Lac₹ 3,158/sq.ft.","1,742 sq.ft. (162 sq.m.) Plot Area",3 BHK5 Baths
4 Bedroom Independent House in Sector ZETA Gr Noida,"₹ 1.15 Cr₹ 8,137/sq.ft.","1,413 sq.ft. (131 sq.m.) Plot Area",4 BHK6 Baths
2 BHK Residential Apartment in NH-24 Highway,"₹ 30.99 Lac₹ 2,730/sq.ft.","1,135 sq.ft. (105 sq.m.) Super built-up Area",2 BHK2 Baths
Residential land / Plot in Sector-20 Yamuna Expressway,"₹ 49.13 Lac₹ 1,521/sq.ft.","3,229 sq.ft. (300 sq.m.) Plot Area",
3 BHK Residential Apartment in Sector-75 Noida,"₹ 1.08 Cr₹ 6,521/sq.ft.","1,656 sq.ft. (154 sq.m.) Super built-up Area",3 BHK2 Baths
3 BHK Independent Builder Floor in Green Park,"₹ 3.75 Cr₹ 20,833/sq.ft.","1,800 sq.ft. (167 sq.m.) Super built-up Area",3 BHK3 Baths
Residential land / Plot in Sector-20 Yamuna Expressway,"₹ 5.15 Cr₹ 1,197/sq.ft.","43,055 sq.ft. (4000 sq.m.) Plot Area",
Residential land / Plot in Sector-63A Gurgaon,"₹ 2.2 Cr₹ 9,007/sq.ft.","2,448 sq.ft. (227 sq.m.) Plot Area",
2 BHK Independent Builder Floor in Shakti Khand 3,"₹ 38.6 Lac₹ 4,288/sq.ft.",900 sq.ft. (84 sq.m.) Built-up Area,2 BHK2 Baths
3 BHK Residential Apartment in Vasant Kunj,"₹ 2.11 Cr₹ 13,187/sq.ft.","1,600 sq.ft. (149 sq.m.) Super built-up Area",3 BHK2 Baths
Residential land / Plot in Sector-67A Gurgaon,"₹ 1.8 Cr₹ 6,084/sq.ft.","2,960 sq.ft. (275 sq.m.) Plot Area",
4 BHK Independent Builder Floor in Panchsheel Park,"₹ 8.15 Cr₹ 18,111/sq.ft.","4,500 sq.ft. (418 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Greater Kailash I,"₹ 7.25 Cr₹ 16,111/sq.ft.","4,500 sq.ft. (418 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Sector-45 Gurgaon,"₹ 1.52 Cr₹ 6,468/sq.ft.","2,350 sq.ft. (218 sq.m.) Super built-up Area",4 BHK4 Baths
Residential land / Plot in Ansal Plaza,"₹ 6.4 Cr₹ 8,889/sq.ft.","7,200 sq.ft. (669 sq.m.) Plot Area",
Residential land / Plot in Ansal Plaza,"₹ 6.4 Cr₹ 8,889/sq.ft.","7,200 sq.ft. (669 sq.m.) Plot Area",
2 Bedroom Independent House in Palam Vihar,"₹ 2.5 Cr₹ 14,543/sq.ft.","1,719 sq.ft. (160 sq.m.) Plot Area",2 BHK2 Baths
4 BHK Independent Builder Floor in DLF CITY PHASE 2,"₹ 3.2 Cr₹ 11,852/sq.ft.","2,700 sq.ft. (251 sq.m.) Carpet Area",4 BHK4 Baths
3 BHK Independent Builder Floor in Sushant Lok Phase - 2,"₹ 1.3 Cr₹ 8,024/sq.ft.","1,620 sq.ft. (151 sq.m.) Super built-up Area",3 BHK3 Baths
Residential land / Plot in Sector 85 Faridabad,"₹ 1.15 Cr₹ 5,111/sq.ft.","2,250 sq.ft. (209 sq.m.) Plot Area",
5 BHK Independent Builder Floor in DLF CITY PHASE 2,"₹ 4.25 Cr₹ 8,500/sq.ft.","5,000 sq.ft. (465 sq.m.) Super built-up Area",5 BHK6 Baths
3 BHK Residential Apartment in vasant kunj,"₹ 90 Lac₹ 6,923/sq.ft.","1,300 sq.ft. (121 sq.m.) Super built-up Area",3 BHK3 Baths
5 Bedroom Independent House in Sector-66 Gurgaon,"₹ 6.2 Cr₹ 19,136/sq.ft.","3,240 sq.ft. (301 sq.m.) Plot Area",5 BHK7 Baths
5 Bedroom Independent House in Sector-66 Gurgaon,"₹ 8.25 Cr₹ 18,333/sq.ft.","4,500 sq.ft. (418 sq.m.) Plot Area",5 BHK7 Baths
4 BHK Independent Builder Floor in Janakpuri,"₹ 5 Cr₹ 14,620/sq.ft.","3,429 sq.ft. (319 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Janakpuri,"₹ 3.75 Cr₹ 12,821/sq.ft.","2,925 sq.ft. (272 sq.m.) Super built-up Area",4 BHK4 Baths
6 Bedroom Independent House in Janakpuri,"₹ 12 Cr₹ 31,822/sq.ft.","3,771 sq.ft. (350 sq.m.) Plot Area",6 BHK6 Baths
4 BHK Independent Builder Floor in Janakpuri,"₹ 2.8 Cr₹ 9,573/sq.ft.","2,925 sq.ft. (272 sq.m.) Super built-up Area",4 BHK4 Baths
5 Bedroom Independent House in Janakpuri,"₹ 12.5 Cr₹ 33,148/sq.ft.","3,771 sq.ft. (350 sq.m.) Plot Area",5 BHK5 Baths
5 BHK Independent Builder Floor in Janakpuri,"₹ 3.8 Cr₹ 10,556/sq.ft.","3,600 sq.ft. (334 sq.m.) Super built-up Area",5 BHK5 Baths
3 BHK Independent Builder Floor in Janakpuri,"₹ 1.6 Cr₹ 11,852/sq.ft.","1,350 sq.ft. (125 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Residential Apartment in Sector-55 Gurgaon,"₹ 1.45 Cr₹ 6,304/sq.ft.","2,300 sq.ft. (214 sq.m.) Built-up Area",3 BHK3 Baths
Residential land / Plot in Sector-9A Gurgaon,"₹ 3 Cr₹ 6,667/sq.ft.","4,500 sq.ft. (418 sq.m.) Plot Area",
4 Bedroom Farm house in Chattarpur,"₹ 28.5 Cr₹ 6,543/sq.ft.","43,560 sq.ft. (4047 sq.m.) Plot Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Malviya Nagar,"₹ 3.95 Cr₹ 14,630/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Independent Builder Floor in Defence Colony,"₹ 8.5 Cr₹ 40,476/sq.ft.","2,100 sq.ft. (195 sq.m.) Carpet Area",3 BHK4 Baths
3 BHK Independent Builder Floor in Defence Colony,"₹ 10 Cr₹ 24,390/sq.ft.","4,100 sq.ft. (381 sq.m.) Super built-up Area",3 BHK4 Baths
4 BHK Independent Builder Floor in Defence Colony,"₹ 8.9 Cr₹ 21,190/sq.ft.","4,200 sq.ft. (390 sq.m.) Super built-up Area",4 BHK4 Baths
7 Bedroom Independent House in S.D.A,"₹ 55 Cr₹ 76,389/sq.ft.","7,200 sq.ft. (669 sq.m.) Plot Area",7 BHK7 Baths
3 BHK Independent Builder Floor in Sector-46 Gurgaon,"₹ 1.7 Cr₹ 7,555/sq.ft.","2,250 sq.ft. (209 sq.m.) Super built-up Area",3 BHK3 Baths
2 BHK Independent Builder Floor in Sainik Colony,"₹ 31.95 Lac₹ 3,944/sq.ft.",810 sq.ft. (75 sq.m.) Super built-up Area,2 BHK2 Baths
2 BHK Independent Builder Floor in Sainik Colony,"₹ 31.95 Lac₹ 3,944/sq.ft.",810 sq.ft. (75 sq.m.) Super built-up Area,2 BHK2 Baths
3 BHK Residential Apartment in Sector-79 Gurgaon,"₹ 1.1 Cr₹ 5,509/sq.ft.","1,815 sq.ft. (169 sq.m.) Built-up Area",3 BHK3 Baths
4 BHK Residential Apartment in Sector 77 Faridabad,"₹ 52 Lac₹ 3,762/sq.ft.","1,382 sq.ft. (128 sq.m.) Super built-up Area",4 BHK2 Baths
3 BHK Residential Apartment in Sector-79 Gurgaon,"₹ 87.25 Lac₹ 5,855/sq.ft.","1,490 sq.ft. (138 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Independent Builder Floor in Malibu Town,"₹ 2.15 Cr₹ 6,636/sq.ft.","3,240 sq.ft. (301 sq.m.) Carpet Area",4 BHK4 Baths
4 BHK Residential Apartment in Sector-49 Gurgaon,"₹ 1.6 Cr₹ 7,937/sq.ft.","2,016 sq.ft. (187 sq.m.) Super built-up Area",4 BHK3 Baths
5 Bedroom Independent House in Sainik Farms,"₹ 8.99 Cr₹ 7,284/sq.ft.","12,150 sq.ft. (1129 sq.m.) Plot Area",5 BHK6 Baths
5 Bedroom Independent House in Sector-66 Gurgaon,"₹ 8 Cr₹ 9,852/sq.ft.","8,120 sq.ft. (754 sq.m.) Built-up Area",5 BHK6 Baths
4 BHK Independent Builder Floor in South Extension II,"₹ 3.75 Cr₹ 16,667/sq.ft.","2,250 sq.ft. (209 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Independent Builder Floor in Sushant Lok Phase - 3,"₹ 1.35 Cr₹ 6,250/sq.ft.","2,160 sq.ft. (201 sq.m.) Carpet Area",3 BHK3 Baths
4 Bedroom Independent House in Sector-109 Gurgaon,"₹ 4.65 Cr₹ 8,611/sq.ft.","5,400 sq.ft. (502 sq.m.) Plot Area",4 BHK5 Baths
4 BHK Independent Builder Floor in Greater Kailash,"₹ 5.25 Cr₹ 19,444/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",4 BHK5 Baths
3 BHK Residential Apartment in Nirvana Country,"₹ 1.05 Cr₹ 6,445/sq.ft.","1,629 sq.ft. (151 sq.m.) Super built-up Area",3 BHK2 Baths
3 BHK Independent Builder Floor in Greater Kailash II,"₹ 4.71 Cr₹ 17,444/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Defence Colony,"₹ 8.55 Cr₹ 29,231/sq.ft.","2,925 sq.ft. (272 sq.m.) Carpet Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Defence Colony,"₹ 7.25 Cr₹ 24,786/sq.ft.","2,925 sq.ft. (272 sq.m.) Carpet Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Rajendra Park,"₹ 42 Lac₹ 3,000/sq.ft.","1,400 sq.ft. (130 sq.m.) Super built-up Area",3 BHK3 Baths
2 BHK Residential Apartment in Sector-7 Dwarka,"₹ 1.2 Cr₹ 9,230/sq.ft.","1,300 sq.ft. (121 sq.m.) Super built-up Area",2 BHK2 Baths
3 BHK Residential Apartment in Sector-7 Dwarka,"₹ 1.75 Cr₹ 8,974/sq.ft.","1,950 sq.ft. (181 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Residential Apartment in Sector 82 Faridabad,"₹ 73 Lac₹ 3,592/sq.ft.","2,032 sq.ft. (189 sq.m.) Super built-up Area",3 BHK4 Baths
4 BHK Independent Builder Floor in Sector-48 Gurgaon,"₹ 2.55 Cr₹ 4,936/sq.ft.","5,166 sq.ft. (480 sq.m.) Built-up Area",4 BHK4 Baths
3 BHK Independent Builder Floor in Safdarjung Enclave,"₹ 4.45 Cr₹ 18,313/sq.ft.","2,430 sq.ft. (226 sq.m.) Super built-up Area",3 BHK4 Baths
4 BHK Independent Builder Floor in Sector-55 Gurgaon,"₹ 1.45 Cr₹ 6,041/sq.ft.","2,400 sq.ft. (223 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Independent Builder Floor in Sector-24 Rohini,"₹ 75 Lac₹ 11,613/sq.ft.",645 sq.ft. (60 sq.m.) Carpet Area,3 BHK2 Baths
4 BHK Independent Builder Floor in Geetanjali Enclave,"₹ 4.5 Cr₹ 14,706/sq.ft.","3,060 sq.ft. (284 sq.m.) Built-up Area",4 BHK4 Baths
3 BHK Residential Apartment in Raj Nagar Extension,"₹ 34.5 Lac₹ 2,816/sq.ft.","1,225 sq.ft. (114 sq.m.) Super built-up Area",3 BHK2 Baths
3 BHK Residential Apartment in Raj Nagar Extension,"₹ 34.5 Lac₹ 2,816/sq.ft.","1,225 sq.ft. (114 sq.m.) Super built-up Area",3 BHK2 Baths
2 BHK Independent Builder Floor in Sector-5 Gurgaon,"₹ 40 Lac₹ 4,210/sq.ft.",950 sq.ft. (88 sq.m.) Super built-up Area,2 BHK2 Baths
3 BHK Residential Apartment in Indirapuram,"₹ 1.22 Cr₹ 6,951/sq.ft.","1,755 sq.ft. (163 sq.m.) Super built-up Area",3 BHK3 Baths
2 BHK Independent Builder Floor in Sector-105 Gurgaon,"₹ 30 Lac₹ 4,370/sq.ft.",755 sq.ft. (70 sq.m.) Built-up Area,2 BHK2 Baths
3 BHK Independent Builder Floor in Sector 85 Faridabad,"₹ 71.02 Lac₹ 3,157/sq.ft.","2,250 sq.ft. (209 sq.m.) Carpet Area",3 BHK3 Baths
3 BHK Residential Apartment in Sector-19 Dwarka,"₹ 1.53 Cr₹ 9,272/sq.ft.","1,650 sq.ft. (153 sq.m.) Super built-up Area",3 BHK2 Baths
4 BHK Residential Apartment in Sector-19 Dwarka,"₹ 2.18 Cr₹ 9,478/sq.ft.","2,300 sq.ft. (214 sq.m.) Super built-up Area",4 BHK3 Baths
2 BHK Independent Builder Floor in sec 49 noida,"₹ 27.4 Lac₹ 2,869/sq.ft.",955 sq.ft. (89 sq.m.) Built-up Area,2 BHK2 Baths
2 BHK Residential Apartment in Sector-84 Gurgaon,Price on Request,"1,320-1,425 sq.ft. (123-132 sq.m.) Super built-up Area",2 BHK2 Baths
3 BHK Independent Builder Floor in Sector-82 Gurgaon,"₹ 1.01 Cr₹ 6,000/sq.ft.","1,750 sq.ft. (163 sq.m.) Built-up Area",3 BHK3 Baths
2 BHK Independent Builder Floor in Sector-49 Noida,"₹ 27.6 Lac₹ 3,209/sq.ft.",860 sq.ft. (80 sq.m.) Carpet Area,2 BHK2 Baths
4 BHK Residential Apartment in Sector-19 Dwarka,"₹ 2.25 Cr₹ 9,375/sq.ft.","2,400 sq.ft. (223 sq.m.) Super built-up Area",4 BHK3 Baths
4 BHK Independent Builder Floor in Green Park Main,"₹ 6.75 Cr₹ 15,789/sq.ft.","4,275 sq.ft. (397 sq.m.) Built-up Area",4 BHK4 Baths
3 BHK Independent Builder Floor in Chattarpur,"₹ 57.9 Lac₹ 5,146/sq.ft.","1,125 sq.ft. (105 sq.m.) Super built-up Area",3 BHK2 Baths
Residential land / Plot in Sector-63 Gurgaon,"₹ 4.36 Cr₹ 10,889/sq.ft.","4,002 sq.ft. (372 sq.m.) Plot Area",
Residential land / Plot in Sector-45 Gurgaon,"₹ 4 Cr₹ 12,995/sq.ft.","3,078 sq.ft. (286 sq.m.) Plot Area",
2 BHK Independent Builder Floor in Chhalera,"₹ 31 Lac₹ 3,100/sq.ft.","1,000 sq.ft. (93 sq.m.) Super built-up Area",2 BHK2 Baths
3 BHK Independent Builder Floor in Greenfield Colony,"₹ 71 Lac₹ 3,922/sq.ft.","1,810 sq.ft. (168 sq.m.) Super built-up Area",3 BHK3 Baths
(1 RK) Studio Apartment in Sector-168 Noida,"₹ 30 Lac₹ 5,928/sq.ft.",506 sq.ft. (47 sq.m.) Super built-up Area,1 RK1 Bath
4 BHK Independent Builder Floor in Greater Kailash I,"₹ 6.5 Cr₹ 16,049/sq.ft.","4,050 sq.ft. (376 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Independent Builder Floor in Greater Kailash I,"₹ 3.51 Cr₹ 18,972/sq.ft.","1,850 sq.ft. (172 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Independent Builder Floor in Greater Kailash I,"₹ 4.95 Cr₹ 18,333/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Greater Kailash I,"₹ 5.49 Cr₹ 20,333/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Greater Kailash II,"₹ 6.25 Cr₹ 17,361/sq.ft.","3,600 sq.ft. (334 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Greater Kailash II,"₹ 5.35 Cr₹ 19,814/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Independent Builder Floor in Greater Kailash II,"₹ 4.25 Cr₹ 18,888/sq.ft.","2,250 sq.ft. (209 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Greater Kailash II,"₹ 4.25 Cr₹ 18,888/sq.ft.","2,250 sq.ft. (209 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Independent Builder Floor in Greater Kailash II,"₹ 5.45 Cr₹ 20,185/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Greater Kailash II,"₹ 5.49 Cr₹ 15,250/sq.ft.","3,600 sq.ft. (334 sq.m.) Super built-up Area",4 BHK4 Baths
